rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,policy_lane,diff_readiness_status,projected_refresh_date,state_observation_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,human_review_required_count,no_change_expected_count,stale_by_refresh_count,auto_classifiable_transition_count,fresh_observation_required_count,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,evidence_json
training_transition_plan_rollup_e43dc8d03dba9c8c2443,program_role,Spine Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Spine Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_6bb04286f1ec4502c86f,program_role,Sports Medicine Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Sports Medicine Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_b29c0cf0e83850a07ff9,program_role,Surgical Pathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Surgical Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,6,6,1,0,0,6,0,0,6,0,6,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 6}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 6}, ""policy_lane_counts"": {""source_refresh_required"": 6}, ""role_counts"": {""fellow"": 6}, ""trainee_category_counts"": {""fellow"": 6}}"
training_transition_plan_rollup_c2fe22f8e8fd3950382d,program_role,Thoracic Surgery - Thoracic Track Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Thoracic Surgery - Thoracic Track Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_2dde19d3ebc0ca96aacf,program_role,Thoracic Surgery Fellowship - Cardiac Track::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Thoracic Surgery Fellowship - Cardiac Track,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,4,4,1,0,0,4,0,0,4,0,4,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""role_counts"": {""fellow"": 4}, ""trainee_category_counts"": {""fellow"": 4}}"
training_transition_plan_rollup_ead62b5d802c47b9461b,program_role,Transfusion Medicine/Blood Bank Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Transfusion Medicine/Blood Bank Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_76a5b965536cd4063a24,program_role,Transplant Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Transplant Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,3,3,1,0,0,3,0,0,3,0,3,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 3}, ""policy_lane_counts"": {""source_refresh_required"": 3}, ""role_counts"": {""fellow"": 3}, ""trainee_category_counts"": {""fellow"": 3}}"
training_transition_plan_rollup_a366f93d05a29d081d1a,program_role,Trauma and Surgical Critical Care Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Trauma and Surgical Critical Care Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,12,12,1,0,0,12,0,0,12,0,12,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 12}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 12}, ""policy_lane_counts"": {""source_refresh_required"": 12}, ""role_counts"": {""fellow"": 12}, ""trainee_category_counts"": {""fellow"": 12}}"
training_transition_plan_rollup_b40151f1322fb04b8274,program_role,Urogynecology and Reconstructive Pelvic Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Urogynecology and Reconstructive Pelvic Surgery Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,4,4,1,0,0,4,0,0,4,0,4,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""role_counts"": {""fellow"": 4}, ""trainee_category_counts"": {""fellow"": 4}}"
training_transition_plan_rollup_d3d0d2d09ddaedaa4827,program_role,Urology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Urology Residency,US_GME_RESIDENCY_5Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,22,22,1,17,4,1,0,0,22,21,22,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21, ""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 22}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 17, ""deterministic_expected_completion"": 4, ""source_refresh_required"": 1}, ""role_counts"": {""resident"": 22}, ""trainee_category_counts"": {""resident"": 22}}"
training_transition_plan_rollup_777e1b78c4fc7a142699,program_role,Vascular Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Vascular Surgery Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,4,4,1,0,0,4,0,0,4,0,4,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""role_counts"": {""fellow"": 4}, ""trainee_category_counts"": {""fellow"": 4}}"
training_transition_plan_rollup_7df417325ba3c8c92b1a,program_role,Vascular Surgery Integrated Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Vascular Surgery Integrated Residency,US_GME_RESIDENCY_5Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,9,9,1,8,1,0,0,0,9,9,9,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 9}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 9}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 8, ""deterministic_expected_completion"": 1}, ""role_counts"": {""resident"": 9}, ""trainee_category_counts"": {""resident"": 9}}"
training_transition_plan_rollup_458d86df607527a92ecc,role,fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,US_GME_FELLOWSHIP_3Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,391,385,66,100,61,192,25,13,378,161,378,source_refresh_required,diff_source_refresh_bound,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 161, ""diff_no_change_expected"": 13, ""diff_review_bound"": 25, ""diff_source_refresh_bound"": 192}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 92, ""US_GME_FELLOWSHIP_2Y"": 86, ""US_GME_FELLOWSHIP_3Y"": 124, ""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 76, ""none"": 13}, ""policy_lane_counts"": {""carry_forward_no_change"": 13, ""deterministic_expected_advancement"": 100, ""deterministic_expected_completion"": 61, ""manual_review_required"": 25, ""source_refresh_required"": 192}, ""role_counts"": {""fellow"": 391}, ""trainee_category_counts"": {""fellow"": 391}}"
training_transition_plan_rollup_60d98161f429d7984343,role,medical_student,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,,US_MD_PHD_MSTP_VARIABLE,source_refresh_required,diff_source_refresh_bound,2027-08-15,225,225,1,0,0,225,0,0,225,0,225,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 225}, ""lifecycle_code_counts"": {""US_MD_PHD_MSTP_VARIABLE"": 225}, ""policy_lane_counts"": {""source_refresh_required"": 225}, ""role_counts"": {""medical_student"": 225}, ""trainee_category_counts"": {""medical_student"": 225}}"
training_transition_plan_rollup_58fd72d8c099ff91f90c,role,resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_3Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,1066,925,29,559,191,210,106,0,1066,750,1066,deterministic_expected_advancement,diff_expected_change_classifiable,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 750, ""diff_review_bound"": 106, ""diff_source_refresh_bound"": 210}, ""lifecycle_code_counts"": {""US_GME_ANESTHESIA_CA_PHASE_3Y"": 75, ""US_GME_PRELIMINARY_1Y"": 13, ""US_GME_RESIDENCY_3Y"": 351, ""US_GME_RESIDENCY_4Y"": 137, ""US_GME_RESIDENCY_5Y"": 309, ""US_GME_RESIDENCY_6Y"": 56, ""US_GME_RESIDENCY_7Y"": 21, ""US_GME_RESIDENCY_DURATION_UNKNOWN"": 104}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 559, ""deterministic_expected_completion"": 191, ""manual_review_required"": 106, ""source_refresh_required"": 210}, ""role_counts"": {""resident"": 1066}, ""trainee_category_counts"": {""resident"": 1066}}"
training_transition_plan_rollup_8444baa84742bfc74679,trainee_category,fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,US_GME_FELLOWSHIP_3Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,391,385,66,100,61,192,25,13,378,161,378,source_refresh_required,diff_source_refresh_bound,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 161, ""diff_no_change_expected"": 13, ""diff_review_bound"": 25, ""diff_source_refresh_bound"": 192}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 92, ""US_GME_FELLOWSHIP_2Y"": 86, ""US_GME_FELLOWSHIP_3Y"": 124, ""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 76, ""none"": 13}, ""policy_lane_counts"": {""carry_forward_no_change"": 13, ""deterministic_expected_advancement"": 100, ""deterministic_expected_completion"": 61, ""manual_review_required"": 25, ""source_refresh_required"": 192}, ""role_counts"": {""fellow"": 391}, ""trainee_category_counts"": {""fellow"": 391}}"
training_transition_plan_rollup_460858beb036778187c8,trainee_category,medical_student,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,,US_MD_PHD_MSTP_VARIABLE,source_refresh_required,diff_source_refresh_bound,2027-08-15,225,225,1,0,0,225,0,0,225,0,225,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 225}, ""lifecycle_code_counts"": {""US_MD_PHD_MSTP_VARIABLE"": 225}, ""policy_lane_counts"": {""source_refresh_required"": 225}, ""role_counts"": {""medical_student"": 225}, ""trainee_category_counts"": {""medical_student"": 225}}"
training_transition_plan_rollup_2e10359118736bcc96eb,trainee_category,resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_3Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,1066,925,29,559,191,210,106,0,1066,750,1066,deterministic_expected_advancement,diff_expected_change_classifiable,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 750, ""diff_review_bound"": 106, ""diff_source_refresh_bound"": 210}, ""lifecycle_code_counts"": {""US_GME_ANESTHESIA_CA_PHASE_3Y"": 75, ""US_GME_PRELIMINARY_1Y"": 13, ""US_GME_RESIDENCY_3Y"": 351, ""US_GME_RESIDENCY_4Y"": 137, ""US_GME_RESIDENCY_5Y"": 309, ""US_GME_RESIDENCY_6Y"": 56, ""US_GME_RESIDENCY_7Y"": 21, ""US_GME_RESIDENCY_DURATION_UNKNOWN"": 104}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 559, ""deterministic_expected_completion"": 191, ""manual_review_required"": 106, ""source_refresh_required"": 210}, ""role_counts"": {""resident"": 1066}, ""trainee_category_counts"": {""resident"": 1066}}"
